30-09-2017	01	07	17	17	17	19	19	26	28	28	32	34	38	39	40	48	55	62	65	65	66	74	83	86	89	91	92
29-09-2017	01	03	05	07	07	12	16	17	18	22	25	29	31	35	38	52	57	62	66	68	68	70	72	76	77	90	99
28-09-2017	02	10	11	17	19	21	22	24	28	31	35	46	48	59	66	71	74	77	77	82	84	86	86	87	90	93	96
27-09-2017	01	09	16	21	29	31	31	33	34	39	41	45	50	51	52	56	62	64	72	74	77	80	85	97	98	98	99
26-09-2017	05	07	12	13	14	14	16	27	29	30	30	34	40	43	57	58	65	74	75	79	85	88	89	94	95	96	99
25-09-2017	04	06	09	09	10	11	27	30	35	36	39	42	46	54	64	67	67	68	71	74	85	92	93	93	96	97	99
24-09-2017	03	12	13	14	14	17	23	29	31	34	35	41	52	55	55	57	58	58	64	72	77	87	95	95	96	97	99
23-09-2017	13	20	21	23	23	30	44	46	50	52	54	56	60	62	67	70	72	73	73	75	80	85	87	93	94	97	99
22-09-2017	05	07	08	09	11	13	14	22	26	35	36	38	39	41	44	49	55	55	62	65	67	72	79	86	87	96	99
21-09-2017	09	12	15	18	22	25	28	28	40	43	46	49	52	54	57	66	68	70	71	73	86	86	89	91	92	92	96
20-09-2017	00	10	12	21	21	32	35	42	45	45	50	50	60	62	65	72	72	73	76	77	83	87	91	95	95	97	99
19-09-2017	00	06	08	09	11	12	13	14	17	18	25	26	34	46	49	54	54	67	68	69	69	71	74	75	86	90	98
18-09-2017	01	05	06	06	08	10	12	15	15	21	22	30	33	37	39	51	56	61	65	69	72	72	81	83	89	96	97
17-09-2017	00	01	11	12	15	24	27	29	30	30	32	37	40	43	43	44	45	47	55	63	74	76	81	88	90	92	95
16-09-2017	04	07	10	11	14	23	26	30	30	31	32	36	39	43	44	44	45	51	66	75	81	85	90	91	91	92	92
15-09-2017	00	01	01	02	07	08	13	14	15	33	39	53	54	54	56	58	63	73	74	76	77	77	84	89	90	92	92
14-09-2017	01	01	03	15	19	20	25	28	30	35	36	40	48	51	55	55	55	59	60	61	70	76	79	94	95	98	98
13-09-2017	04	06	12	18	24	24	24	34	38	39	40	57	57	59	60	60	62	69	69	73	82	88	89	95	95	99	99
12-09-2017	00	10	13	16	16	22	23	37	40	46	48	48	54	60	68	73	82	84	87	90	90	90	95	96	96	97	98
11-09-2017	04	07	07	08	14	15	16	18	18	19	26	28	31	36	41	45	51	72	81	81	83	85	88	90	95	97	98
10-09-2017	02	03	03	08	14	15	20	22	22	23	24	35	43	48	53	53	56	67	67	69	75	76	86	87	93	96	99
09-09-2017	06	09	15	19	22	22	24	27	31	32	33	37	41	43	53	53	62	63	63	67	68	72	74	83	87	89	97
08-09-2017	01	02	05	06	11	15	19	20	23	25	28	30	35	41	41	45	57	60	61	62	64	69	74	80	93	98	99
07-09-2017	00	02	03	05	05	09	16	16	16	22	23	34	35	41	43	44	54	59	61	63	73	74	74	79	81	94	99
06-09-2017	01	01	08	13	14	20	26	28	30	33	36	40	46	53	62	66	69	69	70	76	77	77	85	87	89	91	95
05-09-2017	01	11	23	25	26	27	28	29	33	38	50	52	52	58	58	59	60	60	62	64	67	77	82	83	96	98	99
04-09-2017	05	05	07	11	22	25	47	47	49	49	55	57	60	60	63	65	71	74	79	80	82	83	85	91	94	95	99
03-09-2017	00	03	10	10	11	14	16	19	22	22	25	28	31	31	39	40	44	46	47	58	65	71	76	98	98	99	99
02-09-2017	02	05	08	09	12	15	19	22	22	31	31	35	40	44	48	50	54	61	63	75	76	78	79	84	85	91	99
01-09-2017	07	08	11	14	19	23	32	34	34	34	35	36	37	41	46	49	58	60	61	65	69	69	71	72	80	89	91
31-08-2017	01	10	13	14	24	26	29	31	33	36	43	54	59	62	66	67	67	70	73	76	83	83	84	87	88	90	95
30-08-2017	02	03	10	21	21	30	33	53	56	59	62	65	67	68	71	73	75	76	79	80	81	84	85	85	86	89	99
29-08-2017	02	02	14	37	37	38	41	47	50	55	56	56	60	62	62	66	67	69	70	70	72	80	83	91	93	95	98
28-08-2017	00	01	04	12	15	16	20	23	27	30	39	39	54	55	58	59	68	73	78	78	80	89	89	90	95	97	99
27-08-2017	02	06	12	31	35	35	37	39	43	49	49	50	52	58	60	64	66	75	82	83	85	86	86	88	90	95	96
26-08-2017	03	13	20	21	23	30	33	37	38	39	43	45	52	52	57	58	65	69	72	75	81	88	90	91	93	99	99
25-08-2017	00	03	04	04	10	12	21	30	31	34	34	37	42	46	53	57	58	64	67	77	88	90	94	94	97	98	99
24-08-2017	01	04	05	06	15	16	23	27	29	31	34	36	38	41	42	44	45	48	49	49	61	69	70	74	79	93	96
23-08-2017	01	09	10	12	14	15	41	44	45	47	49	51	54	60	63	65	68	70	76	78	80	82	83	85	87	93	96
22-08-2017	01	08	15	16	20	26	28	31	38	41	43	44	47	50	56	58	60	62	64	71	72	73	80	84	92	97	99
21-08-2017	00	03	03	04	06	07	07	15	20	21	27	28	30	30	32	34	34	36	54	57	81	83	83	87	90	97	98
20-08-2017	00	01	02	05	07	09	14	17	18	24	25	26	31	37	39	41	43	44	49	57	57	63	73	82	83	88	98
19-08-2017	05	10	10	14	14	15	15	27	30	33	35	46	49	59	59	59	66	66	68	75	78	80	83	84	84	84	97
18-08-2017	04	06	22	24	25	29	29	30	30	31	42	43	48	51	53	54	56	57	60	72	74	79	80	83	84	95	96
17-08-2017	01	03	04	05	11	12	12	29	33	33	37	38	47	51	53	55	69	71	75	75	79	85	87	89	90	95	99
16-08-2017	01	09	10	14	25	27	27	38	42	43	49	52	56	57	59	61	67	73	73	74	76	79	85	86	86	92	95
15-08-2017	00	12	28	29	31	34	43	64	65	66	66	70	75	79	79	81	81	82	83	87	90	91	91	93	94	95	96
14-08-2017	02	04	04	13	14	22	23	25	25	31	34	37	40	46	48	52	53	54	54	55	56	56	68	76	83	94	99
13-08-2017	00	07	10	18	27	28	30	30	31	37	37	37	39	41	44	44	45	52	53	60	64	67	70	81	85	94	98
12-08-2017	08	09	14	20	28	29	30	32	34	39	43	47	47	50	56	60	63	66	68	74	83	88	88	94	95	98	98
11-08-2017	00	01	06	12	14	14	19	21	27	31	40	45	45	52	53	54	54	54	65	65	76	76	79	81	81	83	93
10-08-2017	04	07	08	08	10	11	17	19	24	32	40	43	44	46	48	51	53	57	57	72	73	77	81	82	82	87	87
09-08-2017	00	02	15	16	19	22	36	36	47	50	57	57	59	64	67	68	74	75	76	84	86	89	90	95	98	98	98
08-08-2017	05	07	11	19	20	30	33	39	46	49	50	52	53	54	57	63	65	74	76	77	78	87	87	90	93	93	99
07-08-2017	00	07	10	13	23	33	35	35	35	37	45	45	50	57	59	60	61	63	65	66	67	68	70	90	92	95	96
06-08-2017	05	17	23	23	26	27	39	44	46	47	49	54	56	58	60	63	65	66	69	83	86	86	88	90	92	95	99
05-08-2017	03	03	03	07	08	10	10	25	26	35	39	42	51	52	56	61	61	64	68	73	75	75	77	78	83	93	96
04-08-2017	00	02	07	08	08	10	12	16	18	24	27	31	31	34	39	42	53	60	68	76	81	81	82	83	84	89	96
03-08-2017	09	10	13	19	21	23	31	31	31	38	41	42	43	44	47	48	54	58	60	67	68	69	77	83	89	94	96
02-08-2017	00	04	10	14	17	17	22	34	34	48	52	54	57	58	64	74	78	80	80	80	82	87	89	90	92	94	94
01-08-2017	01	04	22	30	33	35	36	38	54	56	58	58	59	60	65	66	68	72	74	78	78	80	84	85	89	91	98
31-07-2017	00	03	07	15	26	31	31	35	41	42	47	65	70	70	73	75	75	75	78	89	90	94	95	95	96	97	98
30-07-2017	03	15	16	17	20	21	25	26	28	28	40	43	56	56	56	66	67	68	70	70	81	82	88	94	96	98	98
29-07-2017	01	06	22	30	30	30	32	34	35	40	42	45	45	46	47	58	67	68	70	73	77	79	80	85	93	97	99
28-07-2017	11	12	14	22	24	35	39	42	45	47	54	54	55	58	58	59	61	66	68	70	73	73	75	77	79	80	93
27-07-2017	02	03	16	18	20	22	29	33	35	42	42	47	47	53	53	59	60	64	69	72	74	82	84	85	87	89	92
26-07-2017	02	07	09	11	18	21	21	24	26	28	29	34	43	44	49	54	56	63	65	67	72	75	80	88	89	93	97
25-07-2017	00	04	04	07	10	16	20	21	23	36	43	52	57	58	61	64	66	70	70	71	79	80	81	82	83	90	97
24-07-2017	03	07	11	12	15	19	19	24	24	25	27	30	30	31	31	34	37	40	45	50	60	62	69	86	88	95	99
23-07-2017	01	07	12	14	14	18	20	22	28	29	39	41	44	47	47	55	59	61	68	71	74	75	76	77	90	94	97
22-07-2017	07	07	10	13	13	14	16	23	26	26	26	32	44	44	49	52	54	59	59	70	75	77	78	81	83	86	91
21-07-2017	01	12	16	19	28	32	41	44	47	53	53	54	55	56	59	63	64	66	75	76	76	77	88	91	92	95	99
20-07-2017	05	11	14	19	21	24	28	33	34	36	37	42	51	51	55	56	64	65	67	67	70	74	74	78	89	91	94
19-07-2017	01	05	11	11	14	18	20	27	31	32	32	34	36	37	49	55	56	56	61	80	81	82	86	87	92	96	99
18-07-2017	00	03	14	16	19	19	22	22	31	38	40	43	43	43	47	55	59	60	66	79	81	82	83	87	91	92	95
17-07-2017	01	11	11	12	12	13	13	16	20	22	32	36	37	39	46	51	60	70	74	85	87	88	92	93	93	94	99
16-07-2017	06	15	18	19	23	28	37	39	39	39	41	44	53	58	61	62	64	69	71	73	74	74	76	82	85	95	95
15-07-2017	00	11	15	21	24	26	26	32	32	35	37	43	46	49	54	60	60	68	68	71	77	81	83	86	93	94	98
14-07-2017	03	12	16	28	29	33	35	35	36	40	43	54	60	65	66	67	70	72	72	75	79	83	87	90	91	97	99
13-07-2017	01	06	08	09	14	14	15	18	20	21	23	30	31	34	40	42	50	57	57	61	64	67	73	79	91	95	98
12-07-2017	05	06	07	07	08	08	12	17	19	19	28	31	37	41	48	51	60	60	61	66	70	74	76	80	82	95	95
11-07-2017	03	03	10	22	34	36	38	39	43	45	46	48	58	61	63	63	64	80	81	81	86	88	91	92	93	96	99
10-07-2017	01	04	15	16	18	19	20	31	36	40	42	46	46	47	51	53	60	63	73	78	83	84	85	89	96	96	97
09-07-2017	01	06	07	09	17	23	35	35	43	43	45	46	52	53	53	59	60	61	66	67	69	70	77	86	90	93	93
08-07-2017	00	12	15	17	32	37	38	54	56	57	58	61	68	69	70	75	80	81	82	86	86	90	92	92	93	95	98
07-07-2017	11	13	21	22	24	27	30	30	41	44	45	46	52	56	62	68	70	73	76	92	93	94	94	94	95	99	99
06-07-2017	19	19	20	24	26	28	29	41	45	54	60	63	68	72	73	74	78	79	80	82	85	88	91	94	95	95	98
05-07-2017	04	06	16	20	24	30	40	45	48	48	50	50	58	59	59	66	68	70	75	77	78	81	82	87	91	91	96
04-07-2017	00	06	10	11	15	21	34	35	37	38	38	41	42	44	44	48	48	57	70	72	77	80	80	81	88	98	99
03-07-2017	02	15	22	27	31	36	37	39	46	51	54	58	58	59	61	64	68	72	75	79	82	82	86	92	97	97	99
02-07-2017	04	04	08	10	19	25	32	35	37	38	41	42	43	49	55	55	57	60	71	75	76	77	79	85	92	93	98
01-07-2017	04	06	07	10	10	13	15	15	18	21	24	26	26	27	31	34	35	37	38	45	77	81	81	84	85	87	92
30-06-2017	03	09	19	19	32	37	41	41	41	44	48	55	58	63	64	65	69	73	77	81	82	83	86	90	93	96	99
29-06-2017	02	03	08	12	14	14	17	19	19	20	26	26	27	29	29	34	36	43	49	53	56	60	66	66	81	93	93
28-06-2017	00	06	07	07	08	10	21	26	27	28	34	39	40	43	54	55	61	62	68	69	73	78	82	89	93	94	96
27-06-2017	03	06	16	22	23	28	29	45	45	49	55	57	58	60	64	64	66	66	68	70	71	76	76	79	81	92	94
26-06-2017	15	15	18	20	27	28	32	35	36	40	41	41	49	49	52	54	54	59	62	64	69	77	82	84	86	91	95
25-06-2017	09	10	10	11	11	11	12	19	22	33	44	47	60	61	62	62	62	63	69	73	74	86	90	90	94	94	96
24-06-2017	01	02	06	12	20	21	21	23	25	26	27	44	44	45	48	48	50	50	61	64	70	73	84	89	90	90	94
23-06-2017	00	05	12	13	21	23	26	29	30	43	45	49	52	54	59	59	60	65	73	74	74	81	81	83	84	88	91
22-06-2017	04	07	08	09	18	21	28	34	36	38	49	50	51	59	64	69	70	72	72	78	81	88	88	91	93	93	96
21-06-2017	00	07	08	15	16	17	19	20	34	34	35	42	43	43	49	50	55	59	72	72	73	80	80	83	90	93	97
20-06-2017	06	06	06	08	09	12	12	15	16	28	31	38	43	46	49	61	68	73	76	83	87	90	91	95	97	98	99
19-06-2017	02	03	04	10	12	15	16	19	21	24	28	39	48	51	56	62	66	66	68	73	78	80	83	83	85	86	88
18-06-2017	00	00	01	08	11	11	22	29	32	32	34	36	38	43	44	50	51	52	66	68	70	74	76	81	81	83	95
17-06-2017	00	00	02	04	11	18	22	25	31	36	44	45	46	52	60	63	64	65	72	73	76	87	88	89	93	97	98
16-06-2017	02	02	04	06	08	21	23	25	30	35	37	38	41	43	44	54	57	62	67	70	79	80	84	88	89	93	99
15-06-2017	03	06	10	12	15	25	25	25	43	43	45	50	59	62	64	66	71	75	79	82	83	84	84	85	90	95	96
14-06-2017	01	06	06	09	10	15	21	25	27	29	32	33	39	41	46	48	56	58	62	66	70	75	82	87	89	94	99
13-06-2017	02	02	06	19	23	33	34	36	37	37	38	39	42	50	54	55	57	57	61	65	65	81	83	87	91	94	98
12-06-2017	01	21	23	23	31	32	32	41	45	45	46	48	52	55	62	73	74	75	76	82	83	84	86	87	89	91	96
11-06-2017	04	15	16	16	20	21	21	27	35	35	35	37	38	49	51	53	53	57	61	61	67	74	78	85	85	87	92
10-06-2017	00	09	11	16	17	27	28	32	32	35	42	44	47	48	48	51	53	58	62	62	69	70	78	89	90	92	94
09-06-2017	03	07	09	15	18	21	25	29	30	34	35	36	37	38	38	42	44	45	50	57	74	77	80	84	92	93	98
08-06-2017	11	13	17	18	22	30	40	41	46	47	54	58	61	64	67	73	73	74	75	76	81	81	85	87	93	93	94
07-06-2017	10	12	15	15	18	24	36	38	40	48	48	49	54	59	62	63	70	75	75	76	78	80	80	84	93	94	98
06-06-2017	01	01	04	04	09	10	10	11	13	16	21	23	28	37	39	40	51	54	54	62	72	76	76	76	77	80	93
05-06-2017	05	06	07	10	18	20	25	33	35	41	49	50	54	62	65	71	75	76	78	78	83	85	85	88	89	97	98
04-06-2017	10	15	16	17	19	20	25	27	30	31	36	41	45	49	50	56	69	73	85	88	90	91	93	94	94	95	97
03-06-2017	05	05	08	14	14	21	22	31	33	36	37	41	43	45	45	46	53	53	55	55	56	69	80	84	85	85	94
02-06-2017	00	01	08	14	15	21	36	37	37	39	40	41	46	50	53	53	58	66	70	75	77	87	87	88	89	93	94
01-06-2017	00	05	07	09	11	15	17	23	25	30	33	48	49	51	54	58	66	74	75	77	78	86	86	91	93	95	96
31-05-2017	01	05	06	08	18	29	29	32	38	42	42	48	49	50	54	54	62	66	66	79	82	82	84	87	90	92	93
30-05-2017	00	04	06	06	07	07	10	12	14	17	20	25	29	31	39	51	54	61	64	71	75	80	81	81	92	95	97
29-05-2017	02	07	22	25	32	34	34	35	37	37	38	39	44	47	47	59	60	63	70	70	72	81	85	87	89	91	98
28-05-2017	01	03	04	08	11	13	17	17	38	39	42	43	49	53	54	67	67	68	72	74	77	78	82	89	93	95	97
27-05-2017	05	10	10	11	14	17	18	27	31	32	45	47	54	55	56	61	62	63	63	66	67	71	80	82	83	86	94
26-05-2017	00	02	09	09	14	21	28	35	36	40	47	48	50	52	52	59	64	64	67	68	72	75	76	79	80	93	95
25-05-2017	07	09	12	26	29	37	38	41	46	48	50	52	52	69	69	76	77	78	81	82	82	83	84	87	89	93	96
24-05-2017	01	02	09	13	16	18	23	24	33	34	38	41	44	50	59	64	67	70	70	71	71	77	80	83	91	99	99
23-05-2017	02	02	06	07	07	08	12	14	17	17	21	21	25	35	36	40	42	50	77	80	81	89	90	90	92	94	94
22-05-2017	02	15	16	18	19	25	27	28	29	30	31	33	38	44	45	46	46	52	54	58	62	62	63	66	78	80	96
21-05-2017	02	05	06	15	22	24	27	31	34	38	39	44	48	58	63	63	66	66	69	75	77	77	81	84	84	89	99
20-05-2017	00	03	05	07	10	13	14	26	31	33	43	45	50	52	57	64	69	71	72	75	80	80	84	85	89	90	90
19-05-2017	02	04	05	07	08	10	11	22	30	35	38	39	48	49	51	58	66	76	80	83	85	85	85	87	92	93	99
18-05-2017	10	17	21	24	28	31	32	35	36	39	39	39	41	45	48	57	69	71	74	75	79	80	84	87	93	94	97
17-05-2017	01	13	24	26	29	31	33	36	36	40	44	44	50	50	58	61	63	64	69	70	70	72	73	90	92	98	99
16-05-2017	09	10	10	12	15	24	25	26	38	47	50	61	61	70	71	71	74	79	84	87	88	88	90	93	94	94	94
15-05-2017	05	06	07	22	24	29	31	32	36	40	44	44	49	49	52	55	55	58	62	71	72	83	86	89	90	94	96
14-05-2017	03	05	11	15	16	16	17	17	19	19	20	22	22	24	25	30	34	39	39	41	44	49	69	76	87	93	99
13-05-2017	02	05	07	08	12	13	19	19	21	22	26	33	48	53	53	54	55	70	70	76	76	82	83	84	92	96	97
12-05-2017	02	02	03	04	10	10	12	13	19	23	23	23	24	28	34	43	49	52	63	71	76	78	92	92	95	97	99
11-05-2017	01	11	18	21	25	25	26	26	28	31	37	38	43	44	58	61	64	70	71	71	77	79	80	85	95	99	99
10-05-2017	01	01	05	08	12	14	14	18	21	23	32	52	53	57	59	61	62	62	63	67	70	75	82	83	86	87	92
09-05-2017	02	02	06	07	09	11	15	24	39	41	42	45	51	52	64	73	74	76	78	79	80	81	86	90	91	91	93
08-05-2017	03	03	04	04	08	08	08	10	18	19	19	22	27	29	32	50	54	67	68	72	73	76	81	81	81	90	93
07-05-2017	04	05	18	20	27	27	29	37	39	39	43	47	53	57	62	66	67	72	75	77	81	83	86	87	94	95	98
06-05-2017	05	08	10	27	38	43	45	45	48	49	55	56	59	60	65	65	71	74	77	83	84	85	86	91	92	95	98
05-05-2017	04	07	11	12	14	15	20	21	29	30	32	33	35	44	46	58	63	63	65	66	69	76	79	80	83	92	93
04-05-2017	11	11	19	19	22	26	31	31	32	34	41	45	50	53	55	56	58	65	65	66	74	87	87	88	88	91	99
03-05-2017	03	14	15	20	23	23	24	29	30	32	32	41	41	42	46	50	64	69	71	72	72	81	81	87	92	95	96
02-05-2017	04	08	18	19	23	30	32	33	36	44	44	46	48	51	56	59	59	62	62	64	64	83	84	86	93	94	99
01-05-2017	03	06	07	08	28	30	34	36	37	38	38	38	38	40	46	48	50	57	57	60	63	65	69	76	76	83	96
30-04-2017	12	13	14	20	25	27	29	32	34	46	47	50	50	50	58	60	61	66	76	79	83	85	87	90	92	92	95
29-04-2017	01	04	20	21	21	22	27	29	35	38	40	44	52	58	60	61	66	68	69	72	75	77	84	90	91	95	97
28-04-2017	00	09	10	11	12	12	15	16	17	17	22	23	25	27	32	32	35	41	51	52	57	62	66	69	77	90	98
27-04-2017	03	09	18	25	26	26	26	37	41	42	47	50	53	53	57	61	62	63	63	64	73	79	93	95	95	96	98
26-04-2017	08	09	15	18	19	19	19	21	21	26	27	32	37	44	48	57	58	63	68	69	71	73	82	86	90	90	98
25-04-2017	07	08	10	11	12	13	30	30	32	36	39	45	45	49	53	55	56	57	61	62	64	67	73	73	79	82	95
24-04-2017	02	09	10	14	15	17	19	19	20	22	23	26	29	30	31	32	36	41	42	65	68	72	84	84	86	93	95
23-04-2017	04	05	13	15	16	18	22	41	46	47	53	54	55	55	57	60	63	64	70	71	78	83	85	87	94	96	97
22-04-2017	00	10	11	12	20	20	27	30	34	35	36	36	40	42	53	60	61	62	64	65	72	73	74	75	85	95	97
21-04-2017	00	07	11	30	30	36	47	48	59	60	60	60	63	67	71	71	75	81	82	83	86	86	87	89	91	98	98
20-04-2017	18	19	29	29	30	31	33	35	38	40	40	50	57	57	60	67	70	81	82	84	85	87	87	93	97	98	99
19-04-2017	01	03	05	07	17	25	25	27	34	38	43	43	44	44	51	52	53	60	61	62	71	71	76	81	82	86	89
18-04-2017	00	01	10	15	19	24	36	37	38	41	47	48	50	59	63	63	67	71	87	88	89	90	94	96	97	98	99
17-04-2017	03	04	04	05	09	15	16	16	19	21	22	22	23	24	28	33	38	48	51	58	65	67	67	80	81	95	97
16-04-2017	01	06	07	08	09	11	19	27	29	30	33	35	40	41	43	48	50	52	54	57	66	72	73	75	77	79	82
15-04-2017	00	02	06	08	08	20	22	26	33	34	36	39	44	44	45	56	60	62	67	69	74	78	78	81	84	87	89
14-04-2017	00	04	06	12	23	23	24	34	40	41	41	42	52	61	70	70	71	73	76	77	79	81	82	84	96	97	98
13-04-2017	06	07	09	10	11	16	16	17	43	49	52	54	55	56	58	59	66	68	73	74	75	81	86	93	93	96	99
12-04-2017	00	03	10	11	15	19	20	24	25	25	31	34	34	38	44	45	46	51	52	53	54	60	62	75	84	88	88
11-04-2017	00	00	01	02	03	14	15	19	22	23	23	26	28	46	51	54	58	58	59	66	66	67	79	83	95	97	98
10-04-2017	03	05	06	09	09	11	11	14	14	15	22	22	26	30	38	41	43	44	61	63	67	74	76	77	78	95	98
09-04-2017	00	04	09	10	13	16	17	23	29	29	31	33	34	49	53	54	57	65	65	72	74	75	88	96	97	98	99
08-04-2017	02	03	03	05	06	06	08	16	17	25	27	36	37	39	41	45	46	51	58	71	73	73	81	84	85	92	95
07-04-2017	00	01	04	17	20	33	36	38	41	42	47	53	59	59	60	60	63	65	79	79	81	81	87	92	93	96	97
06-04-2017	03	04	08	12	12	18	25	26	30	36	39	39	40	43	48	50	51	52	52	67	67	73	74	77	84	96	97
05-04-2017	00	07	08	09	10	14	15	19	20	22	30	39	41	44	45	50	51	61	65	72	78	79	79	87	89	95	98
04-04-2017	02	10	19	22	26	33	34	37	41	43	51	53	55	57	61	63	64	65	69	72	83	84	85	86	87	89	99
03-04-2017	02	03	03	07	10	13	19	20	25	27	28	30	34	36	36	38	43	50	50	54	56	71	81	86	89	93	97
02-04-2017	05	08	09	14	19	21	21	27	28	43	46	54	55	62	62	65	70	72	74	76	77	78	78	79	80	86	90
01-04-2017	03	05	10	11	11	12	16	17	21	22	27	32	35	39	43	52	54	60	64	68	75	79	80	81	88	91	97
31-03-2017	08	09	12	14	19	23	31	36	36	37	39	41	46	50	56	58	62	66	69	73	75	76	77	81	83	98	99
30-03-2017	01	04	07	11	13	14	14	16	24	25	28	31	33	39	41	42	42	43	43	51	51	61	62	65	74	85	92
29-03-2017	04	05	08	09	15	16	27	28	28	39	40	41	42	45	48	53	54	67	68	73	75	77	81	82	82	89	99
28-03-2017	00	00	03	13	14	16	17	19	20	22	24	25	26	30	33	38	44	45	49	55	55	57	63	66	70	76	87
27-03-2017	04	04	06	07	09	10	14	15	19	23	24	33	40	45	53	58	60	65	69	71	73	77	77	87	89	89	99
26-03-2017	01	05	08	09	12	16	19	21	32	33	36	38	42	45	49	53	55	56	58	69	74	83	87	91	92	94	97
25-03-2017	01	16	20	24	26	26	27	33	34	35	40	40	52	59	61	64	66	67	70	76	88	89	89	92	94	96	99
24-03-2017	04	04	07	11	18	18	20	26	30	31	32	35	36	42	43	44	44	47	49	54	56	56	58	74	77	80	93
23-03-2017	11	15	15	22	25	26	28	31	35	35	43	49	50	54	60	65	66	67	68	70	72	73	74	76	78	80	81
22-03-2017	09	10	10	20	21	23	30	34	34	35	37	38	41	42	43	48	49	52	55	66	75	78	91	95	96	97	98
21-03-2017	02	08	12	12	30	34	35	38	41	44	49	57	60	60	60	69	71	71	77	86	91	93	94	94	95	96	98
20-03-2017	03	03	09	09	10	12	14	16	22	23	31	46	47	48	49	56	59	60	61	67	68	73	78	83	85	86	91
19-03-2017	01	13	15	15	17	21	22	28	33	34	34	34	41	45	55	60	62	62	63	64	65	66	80	87	87	88	89
18-03-2017	03	10	10	10	12	16	18	19	20	22	33	34	37	38	40	43	48	60	63	73	79	86	88	88	89	92	96
17-03-2017	03	07	11	12	13	18	24	30	33	38	39	43	44	45	53	57	63	71	77	79	80	81	87	89	89	91	99
16-03-2017	00	01	06	11	12	13	13	14	15	17	18	25	27	38	42	43	49	52	54	60	68	69	74	75	77	79	79
15-03-2017	07	09	11	14	19	23	23	27	27	40	40	41	41	41	56	62	65	66	68	69	72	79	86	86	86	89	97
14-03-2017	04	07	17	23	23	29	33	34	40	43	46	47	53	55	56	57	58	68	68	70	84	85	87	88	94	95	98
13-03-2017	02	09	19	20	21	28	32	39	39	40	40	41	43	47	47	58	61	65	66	68	70	72	74	78	86	93	99
12-03-2017	05	10	10	11	18	23	24	37	38	42	44	46	46	47	53	55	56	64	66	72	75	85	89	93	95	95	96
11-03-2017	11	11	12	15	17	18	22	23	24	31	33	35	36	38	39	43	47	53	57	60	61	65	71	76	80	82	85
10-03-2017	01	01	01	05	12	15	23	24	25	25	30	35	36	38	44	47	47	50	68	69	69	76	77	81	93	94	95
09-03-2017	06	07	11	16	20	25	28	31	34	35	36	38	38	51	51	52	54	59	61	62	63	66	72	77	78	81	90
08-03-2017	01	08	11	21	25	30	38	38	41	43	48	49	52	59	61	66	68	75	79	83	83	84	85	92	94	96	98
07-03-2017	03	05	05	06	09	09	10	14	16	19	23	31	35	42	44	46	47	50	52	55	66	78	81	83	92	95	97
06-03-2017	00	07	08	08	12	14	15	16	16	18	21	25	30	31	35	52	55	61	61	70	76	78	86	87	90	94	99
05-03-2017	01	04	05	09	19	19	19	20	21	22	26	27	32	45	53	62	68	74	75	76	77	83	84	85	87	87	92
04-03-2017	05	13	15	17	19	21	29	31	36	40	41	42	49	50	54	57	62	65	66	71	75	75	78	82	89	98	99
03-03-2017	02	05	12	14	16	24	25	25	30	35	37	39	45	46	47	51	54	54	61	63	66	82	82	82	83	92	97
02-03-2017	01	01	01	01	06	15	16	28	28	28	31	42	46	49	50	55	58	73	77	79	81	85	88	88	93	95	96
01-03-2017	05	08	11	12	19	22	23	24	25	26	27	28	29	31	36	37	37	41	43	52	80	88	91	91	91	93	98
28-02-2017	01	06	23	23	26	29	32	33	37	37	38	38	40	44	51	54	65	68	77	77	85	88	89	90	92	97	98
27-02-2017	05	10	11	23	24	26	29	33	37	38	38	39	40	40	44	48	51	52	52	57	61	75	85	85	88	91	95
26-02-2017	09	10	12	22	23	24	26	29	31	32	33	37	44	47	55	60	62	64	65	65	73	77	88	91	97	99	99
25-02-2017	04	12	21	25	27	27	29	36	36	37	37	40	41	48	48	60	66	67	75	77	78	79	84	92	94	94	96
24-02-2017	02	08	12	18	20	26	27	29	30	30	30	53	54	56	58	59	71	73	74	74	76	81	82	85	88	95	99
23-02-2017	01	03	08	15	18	19	29	29	32	32	34	42	44	46	57	59	60	61	62	65	68	79	82	83	85	89	90
22-02-2017	17	19	24	26	26	27	27	28	32	33	37	43	45	48	48	48	58	61	62	62	66	71	76	81	83	85	96
21-02-2017	01	13	15	16	21	23	24	37	39	40	42	44	45	48	48	54	55	57	65	66	78	80	81	82	85	87	99
20-02-2017	06	12	14	18	21	22	23	25	29	31	32	38	40	42	43	44	46	48	53	61	63	66	68	70	80	81	82
19-02-2017	00	00	06	06	07	08	09	14	20	26	28	32	32	37	40	46	54	54	60	60	64	74	78	82	94	97	99
18-02-2017	09	09	10	10	15	18	18	23	25	26	27	32	39	43	44	45	56	61	70	73	76	79	82	87	92	93	99
17-02-2017	03	12	22	24	27	30	33	34	34	37	38	39	42	44	51	51	52	58	66	70	72	73	77	83	85	95	96
16-02-2017	00	05	13	17	27	27	27	28	31	37	43	45	49	54	58	61	69	73	73	77	78	91	92	94	95	97	99
15-02-2017	02	04	06	07	08	13	17	19	19	25	32	34	35	36	38	41	45	47	48	61	69	85	86	87	90	91	98
14-02-2017	02	02	11	13	15	19	23	27	27	27	33	33	37	47	59	66	75	77	79	79	84	89	90	91	92	94	98
